품목번호,품명(국문),품명(영문),통제번호
HSKCD,HSKNM,HSENM,CNTRLNO
3705009090,기타.,Other,2D101.
3705009090,기타.,Other,2D201.
3705009090,기타.,Other,2D202.
3705009090,기타.,Other,2D351.
3705009090,기타.,Other,2E001.
3705009090,기타.,Other,2E002.
3705009090,기타.,Other,2E003.
3705009090,기타.,Other,2E101.
3705009090,기타.,Other,2E201.
3705009090,기타.,Other,2E301.
3705009090,기타.,Other,3A001.
3705009090,기타.,Other,3D001.
3705009090,기타.,Other,3D002.
3705009090,기타.,Other,3D003.
3705009090,기타.,Other,3D004.
3705009090,기타.,Other,3D101.
3705009090,기타.,Other,3E001.
3705009090,기타.,Other,3E002.
3705009090,기타.,Other,3E003.
3705009090,기타.,Other,3E101.
3705009090,기타.,Other,3E102.
3705009090,기타.,Other,3E201.
3705009090,기타.,Other,4D001.a.
3705009090,기타.,Other,4D001.b.
3705009090,기타.,Other,4E001.a.
3705009090,기타.,Other,4E001.b.
3705009090,기타.,Other,5E001.
3705009090,기타.,Other,5E002.
3705009090,기타.,Other,5E101.
3705009090,기타.,Other,6D001.
3705009090,기타.,Other,6D002.
3705009090,기타.,Other,6D003.
3705009090,기타.,Other,6D102.
3705009090,기타.,Other,6D103.
3705009090,기타.,Other,6D203.
3705009090,기타.,Other,6E001.
3705009090,기타.,Other,6E002.
3705009090,기타.,Other,6E003.
3705009090,기타.,Other,6E101.
3705009090,기타.,Other,6E201.
3705009090,기타.,Other,7D001.
3705009090,기타.,Other,7D002.
3705009090,기타.,Other,7D003.
3705009090,기타.,Other,7D101.
3705009090,기타.,Other,7D102.
3705009090,기타.,Other,7D103.
3705009090,기타.,Other,7E001.
3705009090,기타.,Other,7E002.
3705009090,기타.,Other,7E003.
3705009090,기타.,Other,7E004.
3705009090,기타.,Other,7E101.
3705009090,기타.,Other,7E102.
3705009090,기타.,Other,7E104.
3705009090,기타.,Other,8D001.
3705009090,기타.,Other,8D002.
3705009090,기타.,Other,8E001.
3705009090,기타.,Other,8E002.
3705009090,기타.,Other,9A116.b.
3705009090,기타.,Other,9D001.
3705009090,기타.,Other,9D002.
3705009090,기타.,Other,9D003.
3705009090,기타.,Other,9D004.
3705009090,기타.,Other,9D101.
3705009090,기타.,Other,9D103.
3705009090,기타.,Other,9D104.
3705009090,기타.,Other,9D105.
3705009090,기타.,Other,9E001.
3705009090,기타.,Other,9E002.
3705009090,기타.,Other,9E003.
3705009090,기타.,Other,9E101.
3705009090,기타.,Other,9E102.
3707100000,감광유제.,Sensitising emulsions.,3C002.
3801101000,이차전지 제조용.,For manufacturing secondary battery.,0C004.
3801101000,이차전지 제조용.,For manufacturing secondary battery.,1C107.a.
3801109000,기타.,Other.,0C004.
3801109000,기타.,Other.,1C107.a.
3801900000,기타.,Other.,0C004.
3801900000,기타.,Other.,1C010.
3801900000,기타.,Other.,1C107.
3801900000,기타.,Other.,1C107.a.
3801900000,기타.,Other.,1C210.
3815110000,활성물질로서 니켈이나 니켈화합물의 것.,With nickel or nickel compounds as the active substance..,1C002.a.
3815121000,백금이나 백금화합물의 것.,With platinium metal or platinium compounds.,1A225.
3815122000,팔라듐이나 팔라듐화합물의 것.,Of palladium or palladium compounds.,1A226.
3815129000,기타.,Other.,1C232.
3815191000,활성물질로서 철이나 철화합물의 것.,With iron or iron compounds as the active substance.,1A226.
3815192000,티타늄이나 티타늄화합물의 것.,Of titanium or titanium compounds.,1A226.
3815192000,티타늄이나 티타늄화합물의 것.,Of titanium or titanium compounds.,1C107.f.
3815199000,기타.,Other.,1A225.
3815199000,기타.,Other.,1A226.
3815901000,반응시작제.,Reaction initiators.,1A226.
3815909000,기타.,Other.,1A225.
3815909000,기타.,Other.,1A226.
3815909000,기타.,Other.,1C232.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소.,Chemical elements doped for use in electronics.,3C001.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소.,Chemical elements doped for use in electronics.,3C005.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소.,Chemical elements doped for use in electronics.,3C006.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소.,Chemical elements doped for use in electronics.,6C002.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소.,Chemical elements doped for use in electronics.,6C004.
3818001000,전자공업에 사용하기 위하여 도프처리된(doped) 화학원소.,Chemical elements doped for use in electronics.,6C005.
3818002090,기타.,Other,3C001.
3818002090,기타.,Other,3C005.
3818002090,기타.,Other,3C006.
3818002090,기타.,Other,6C002.
3818002090,기타.,Other,6C004.
3818002090,기타.,Other,6C005.
3822001011,플라스틱으로 만든 그 밖의 판  시트(sheet)  필름  박(箔)과 스트립(strip)의 것.,Of other plates  sheets  film  foil and strip of plastics.,1A004.c.
3822001012,플라스틱으로 만든 그 밖의 제품.,Other articles of plastics.,1A004.c.
3822001014,리트머스 시험지와 그 밖의 이와 유사한 시험지.,Litumuth testing paper and other similar testing paper.,1A004.c.
3822001019,기타.,Other.,1A004.c.
3822001020,조제된 것(뒷편을 보강하지 않은 것으로 한정한다).,Prepared  not on a backing.,1A004.c.
3822001091,플라스틱으로 만든 그 밖의 판  시트(sheet)  필름  박(箔)과 스트립(strip)의 것.,Of other plates  sheets  film  foil and strip of plastics.,1A004.c.
3822001092,플라스틱으로 만든 그 밖의 제품.,Other articles of plastics.,1A004.c.
3822001099,기타.,Other.,1A004.c.
3822002011,플라스틱으로 만든 그 밖의 판  시트(sheet)  필름  박(箔)과 스트립(strip)의 것.,Of other plates  sheets  film  foil and strip of plastics.,1A004.c.
3822002012,플라스틱으로 만든 그 밖의 제품.,Other articles of plastics.,1A004.c.
3822002014,리트머스 시험지와 그 밖의 이와 유사한 시험지.,Litumuth testing paper and other similar testing paper.,1A004.c.
3822002019,기타.,Other.,1A004.c.
3822002020,조제된 것(뒷편을 보강하지 않은 것으로 한정한다).,Prepared  not on a backing.,1A004.c.
3822002091,플라스틱으로 만든 그 밖의 판  시트(sheet)  필름  박(箔)과 스트립(strip)의 것.,Of other plates  sheets  film  foil and strip of plastics.,1A004.c.
3822002092,플라스틱으로 만든 그 밖의 제품.,Other articles of plastics.,1A004.c.
3822002099,기타.,Other.,1A004.c.
3822003041,이 표에서 세율이 무세인 것.,Of 0 % rate in the Tariff Schedules.,1A004.c.
3822003042,이 표에서 세율이 1퍼센트인 것.,Of 1 % rate in the Tariff Schedules.,1A004.c.
3822003043,이 표에서 세율이 2퍼센트인 것.,Of 2 % rate in the Tariff Schedules.,1A004.c.
3822003044,이 표에서 세율이 3퍼센트인 것.,Of 3 % rate in the Tariff Schedules.,1A004.c.
3822003045,이 표에서 세율이 4퍼센트인 것.,Of 4 % rate in the Tariff Schedules.,1A004.c.
3822003046,이 표에서 세율이 5퍼센트인 것.,Of 5 % rate in the Tariff Schedules.,1A004.c.
3822003047,이 표에서 세율이 5.4퍼센트인 것.,Of 5.4 % rate in the Tariff Schedules.,1A004.c.
3822003048,이 표에서 세율이 6.5퍼센트인 것.,Of 6.5 % rate in the Tariff Schedules.,1A004.c.
3822003049,이 표에서 세율이 7퍼센트인 것.,Of 7 % rate in the Tariff Schedules.,1A004.c.
3822003050,이 표에서 세율이 8퍼센트인 것.,Of 8 % rate in the Tariff Schedules.,1A004.c.
3822003051,이 표에서 세율이 10퍼센트인 것.,Of 10 % rate in the Tariff Schedules.,1A004.c.
3822003052,이 표에서 세율이 20퍼센트인 것.,Of 20 % rate in the Tariff Schedules.,1A004.c.
3822003053,이 표에서 세율이 27퍼센트인 것.,Of 27 % rate in the Tariff Schedules.,1A004.c.
3822003054,이 표에서 세율이 30퍼센트인 것.,Of 30 % rate in the Tariff Schedules.,1A004.c.
3822003055,이 표에서 세율이 36퍼센트인 것.,Of 36 % rate in the Tariff Schedules.,1A004.c.
3822003056,이 표에서 세율이 40퍼센트인 것.,Of 40 % rate in the Tariff Schedules.,1A004.c.
3822003057,이 표에서 세율이 50퍼센트인 것.,Of 50 % rate in the Tariff Schedules.,1A004.c.
3822003058,제3706.10.1000호  제3706.10.5020호  제3706.90.6020호의 것.,Of subheadings 3706.10.1000  3706.10.5020 and 3706.90.6020.,1A004.c.
3822003059,제3706.10.2000호  제3706.90.2000호의 것.,Of subheadings 3706.10.2000 and 3706.90.2000.,1A004.c.
3822003060,제3706.10.3010호  제3706.10.4000호  제3706.90.3010호  제3706.90.4000호의 것.,Of subheadings 3706.10.3010  3706.10.4000  3706.90.3010 and 3706.90.4000.,1A004.c.
3822003061,제3706.10.3020호  제3706.90.3020호의 것 .,Of subheadings 3706.10.3020 and 3706.90.3020.,1A004.c.
3822003062,제3706.10.3030호  제3706.90.3030호의 것.,Of subheadings 3706.10.3030 and 3706.90.3030.,1A004.c.
3822003063,제3706.10.5010호  제3706.90.6010호의 것.,Of subheadings 3706.10.5010 and 3706.90.6010.,1A004.c.
3822003064,제3706.10.6010호의 것.,Of subheading 3706.10.6010.,1A004.c.
3822003065,제3706.10.6020호의 것.,Of subheading 3706.10.6020.,1A004.c.
3822003066,제3706.90.1000호  제3706.90.5020호의 것.,Of subheadings 3706.90.1000 and 3706.90.5020.,1A004.c.
3822003067,제3706.90.5010호의 것.,Of subheading 3706.90.5010.,1A004.c.
3824993990,기타,Other.,0B001.f.1.
3824993990,기타,Other.,1C001.
3824993990,기타,Other.,1C001.a.
3824993990,기타,Other.,1C001.b.
3824993990,기타,Other.,1C006.b.
3824993990,기타,Other.,1C006.c.
3824993990,기타,Other.,1C006.d.
3824993990,기타,Other.,1C011.b.
3824993990,기타,Other.,1C101.
3824993990,기타,Other.,1C111.a.2.
3824993990,기타,Other.,1C111.a.3.
3824993990,기타,Other.,1C238.
3824993990,기타,Other.,1C350.
3824993990,기타,Other.,1C450.b.
3824994200,이온교환체,Ion-exchangers.,0B001.f.
3824999000,#N/A,#N/A,1A228
3824999041,니코틴을 함유한 것,With nicotine.,1C107.
3824999049,기타,Other.,1C233.
3824999090,기타,Other.,1C107.
3824999090,기타,Other.,1C111.b.3.
3824999090,기타,Other.,1C111.b.4.
3824999090,기타,Other.,1C111.b.5.
3824999090,기타,Other.,1C111.b.6.
3824999090,기타,Other.,1C233.
3824999090,기타,Other.,1C350.
3824999090,기타,Other.,1C450.b.
3824999090,기타,Other.,3C004.
3824999090,기타,Other.,8C001.
3825690000,기타.,Other.,1C233.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,1C107.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,1C233.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2A001.c.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2B116.a.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2B116.b.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2B116.c.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2B116.d.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2B227.a.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,2B227.b.
3826000000,바이오디젤과 그 혼합물[석유나 역청유(瀝靑油)를 함유하지 않거나 중량기준으로 70 퍼센트 미만을 함유한 것으로 한정한다].,Biodiesel and mixtures thereof  not containing or containing less than 70 % by weight of petroleum oils or oils obtained from bituminous minerals..,8C001.
3902900000,기타.,Other.,1C001.
3902900000,기타.,Other.,1C001.a.
3902900000,기타.,Other.,1C001.b.
3902900000,기타.,Other.,1C009.
3902900000,기타.,Other.,1C101.
3902900000,기타.,Other.,1C111.
3903909000,기타.,Other.,1C111.b.1.
3903909000,기타.,Other.,1C111.b.2.
3904690000,기타.,Other.,1C006.
3904690000,기타.,Other.,1C009.
3905910000,공중합체(共重合體).,Copolymers.,1C009.
3905990000,기타.,Other.,1C009.
3905990000,기타.,Other.,3C002.
3906909000,기타.,Other.,1C009.
3906909000,기타.,Other.,1C111.
3907202000,폴리옥시프로필렌(폴리프로필렌 글리콜).,Polyoxypropylene (polypropylene glycol).,1C111.
3907203000,폴리페닐렌 옥사이드.,Poly phenylene oxide.,1C008.
3907203000,폴리페닐렌 옥사이드.,Poly phenylene oxide.,1C111.
3907209000,기타.,Other.,1C008.
3907209000,기타.,Other.,1C008.a.3.
3907209000,기타.,Other.,1C111.
3907301000,반도체 제조용.,For making semiconductor.,1C010.
3907301000,반도체 제조용.,For making semiconductor.,1C210.a.
3907910000,불포화의 것.,Unsaturated.,1C008.
3910001000,반도체 제조용.,For making semiconductor.,1C007.
3910001000,반도체 제조용.,For making semiconductor.,1C107.c.
3910009010,실리콘오일.,Silicon oil.,1C006.b.
3910009010,실리콘오일.,Silicon oil.,1C007.
3910009010,실리콘오일.,Silicon oil.,1C107.c.
3910009020,실리콘고무.,Silicon rubber.,1C007.
3910009020,실리콘고무.,Silicon rubber.,1C010.
3910009020,실리콘고무.,Silicon rubber.,1C107.c.
3910009090,기타.,Other.,1C006.b.
3910009090,기타.,Other.,1C007.
3911101000,석유수지.,Petroleum resins.,1C008.
3911102000,쿠마론ㆍ인덴이나 쿠마론-인덴수지.,Coumarone  indene or coumarone-indene resins.,1C008.
3911103000,폴리테르펜.,Polyterpenes.,1C008.
3911901000,폴리술파이드.,Polysulphides.,1C008.d.
3911901000,폴리술파이드.,Polysulphides.,1C008.e.
3911901000,폴리술파이드.,Polysulphides.,1C008.f.
3911901000,폴리술파이드.,Polysulphides.,1C010.
3911901000,폴리술파이드.,Polysulphides.,1C210.
3911902000,폴리술폰.,Polysulphones.,1C008.d.
3911902000,폴리술폰.,Polysulphones.,1C008.e.
3911902000,폴리술폰.,Polysulphones.,1C008.f.
3911902000,폴리술폰.,Polysulphones.,1C010.
3911902000,폴리술폰.,Polysulphones.,1C210.
3911909000,기타.,Other.,1C001.c.
3911909000,기타.,Other.,1C008.
3911909000,기타.,Other.,1C008.a.
3911909000,기타.,Other.,1C008.a.1.
3911909000,기타.,Other.,1C008.a.2.
3911909000,기타.,Other.,1C008.a.3.
3911909000,기타.,Other.,1C008.a.3.
3911909000,기타.,Other.,1C008.a.4.
3911909000,기타.,Other.,1C009.
3911909000,기타.,Other.,1C010.
3911909000,기타.,Other.,1C210.
3911909000,기타.,Other.,3C002.
3914001000,양이온성의 것.,Cationic.,0B001.f.1.
3914009000,기타.,Other.,0B001.f.
3916909000,기타.,Other.,1C010.a.
3916909000,기타.,Other.,1C010.b.
3916909000,기타.,Other.,1C010.c.
3916909000,기타.,Other.,1C010.d.
3916909000,기타.,Other.,1C010.e.
3916909000,기타.,Other.,1C210.
3916909000,기타.,Other.,9C110.
3917220000,프로필렌의 중합체로 만든 것.,Of polymers of propylene.,2B350.h.
3917291000,스티렌의 중합체로 만든 것.,Of polymers of styrene.,2B350.h.
3917292000,폴리아미드로 만든 것.,Of polyamides.,2B350.h.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,3A001.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,3A001.b.10.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,3A228.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,4A001.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,4D001.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,4E001.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,4E001.b.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5A001.h.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5B001.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D001.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D001.b.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D001.c.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D001.d.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D002.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D002.b.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D002.c.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5D002.d.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5E001.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5E001.b.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5E001.d.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,5E001.e.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6A001.a.1.e.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6A004.a.1.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6A004.a.2.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6A004.a.3.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6A004.a.4.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6A006.d.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6C002.b.1.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,6C002.b.2.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,8A001.a.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,8A001.b.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,8A001.c.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,8A001.d.
3917331000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,8A001.e.
3917332000,염화비닐의 중합체로 만든 것.,Of polymers of vinyl chloride.,2B350.h.
3917399000,기타.,Other.,2B350.d.
3917400000,연결구류.,Fittings.,1A001.a.
3919900000,기타.,Other.,1A003.
3919900000,기타.,Other.,1C210.
3920590000,기타.,Other.,1C010.
3920590000,기타.,Other.,1C210.a.
3920690000,그 밖의 폴리에스테르로 만든 것.,Of other polyesters.,1C010.a.
3920690000,그 밖의 폴리에스테르로 만든 것.,Of other polyesters.,1C010.b.
3920690000,그 밖의 폴리에스테르로 만든 것.,Of other polyesters.,1C010.c.
3920690000,그 밖의 폴리에스테르로 만든 것.,Of other polyesters.,1C010.d.
3920690000,그 밖의 폴리에스테르로 만든 것.,Of other polyesters.,1C010.e.
3920690000,그 밖의 폴리에스테르로 만든 것.,Of other polyesters.,1C210.
3920991000,항공기용.,For aircrafts.,1A001.
3920991000,항공기용.,For aircrafts.,1A003.
3920991000,항공기용.,For aircrafts.,1C008.a.3.
3920991000,항공기용.,For aircrafts.,2B350.d.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다).,Polyimides film  for manufacturing Printed Circuit Board with the function of lead frame.,1A001.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다).,Polyimides film  for manufacturing Printed Circuit Board with the function of lead frame.,1A003.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다).,Polyimides film  for manufacturing Printed Circuit Board with the function of lead frame.,1C008.a.3.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다).,Polyimides film  for manufacturing Printed Circuit Board with the function of lead frame.,1C010.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다).,Polyimides film  for manufacturing Printed Circuit Board with the function of lead frame.,1C101.
3920999010,폴리이미드 필름(리드프레임의 기능을 하는 인쇄회로기판 제조용으로 한정한다).,Polyimides film  for manufacturing Printed Circuit Board with the function of lead frame.,9C110.
3920999090,기타.,Other.,1A001.
3920999090,기타.,Other.,1A003.
3920999090,기타.,Other.,1C008.a.3.
3920999090,기타.,Other.,1C010.a.
3920999090,기타.,Other.,1C010.b.
3920999090,기타.,Other.,1C010.c.
3920999090,기타.,Other.,1C010.d.
3920999090,기타.,Other.,1C010.e.
3920999090,기타.,Other.,1C101.
3920999090,기타.,Other.,2B350.d.
3920999090,기타.,Other.,9C110.
3921191010,격리막(이차전지 제조용으로 한정한다).,Separator  for manufacturing secondary battery.,1A002.
3921191010,격리막(이차전지 제조용으로 한정한다).,Separator  for manufacturing secondary battery.,1A202.
3921191010,격리막(이차전지 제조용으로 한정한다).,Separator  for manufacturing secondary battery.,9A110.
3921191090,기타.,Other.,1A002.
3921191090,기타.,Other.,1A202.
3921191090,기타.,Other.,1C010.
3921191090,기타.,Other.,1C210.
3921191090,기타.,Other.,9A110.
3921192010,격리막(이차전지 제조용으로 한정한다).,Separator  for manufacturing secondary battery.,1A002.
3921192010,격리막(이차전지 제조용으로 한정한다).,Separator  for manufacturing secondary battery.,1A202.
3921192010,격리막(이차전지 제조용으로 한정한다).,Separator  for manufacturing secondary battery.,9A110.
3921192090,기타.,Other.,1A002.
3921192090,기타.,Other.,1A202.
3921192090,기타.,Other.,9A110.
3921193010,폴리메틸메타클레이트로 만든 것.,Of polymethyl methacrylate.,1A202.
3921193010,폴리메틸메타클레이트로 만든 것.,Of polymethyl methacrylate.,9A110.
3921193090,기타.,Other.,1A002.
3921193090,기타.,Other.,1A202.
3921193090,기타.,Other.,9A110.
3921194010,폴리카보네이트로 만든 것.,Of polycarbonates.,9A110.
3921194030,불포화 폴리에스테르로 만든 것.,Of unsaturated polyesters.,1A202.
3921194030,불포화 폴리에스테르로 만든 것.,Of unsaturated polyesters.,9A110.
3921194090,기타.,Other.,1A002.
3921194090,기타.,Other.,1A202.
3921194090,기타.,Other.,9A110.
3921195010,벌커나이즈드 파이버로 만든 것.,Of vulcanised fibre.,1A002.
3921195010,벌커나이즈드 파이버로 만든 것.,Of vulcanised fibre.,1A202.
3921195010,벌커나이즈드 파이버로 만든 것.,Of vulcanised fibre.,9A110.
3921195090,기타.,Other.,1A002.
3921195090,기타.,Other.,1A202.
3921195090,기타.,Other.,9A110.
3921199010,폴리비닐 부티랄로 만든 것.,Of polyvinyl butyral.,9A110.
3921199020,폴리아미드로 만든 것.,Of polyamides.,1A002.
3921199020,폴리아미드로 만든 것.,Of polyamides.,1A202.
3921199020,폴리아미드로 만든 것.,Of polyamides.,9A110.
3921199030,아미노수지로 만든 것.,Of amino-resins.,1A002.
3921199030,아미노수지로 만든 것.,Of amino-resins.,1A202.
3921199030,아미노수지로 만든 것.,Of amino-resins.,9A110.
3921199040,페놀수지로 만든 것.,Of phenolic resins.,1A002.
3921199090,기타.,Other.,1A001.
3921199090,기타.,Other.,1A002.
3921199090,기타.,Other.,1A003.
3921199090,기타.,Other.,1A202.
3921199090,기타.,Other.,9A110.
3921901000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,1C010.
3921901000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,1C210.
3921901000,에틸렌의 중합체로 만든 것.,Of polymers of ethylene.,9C110.
3921902000,프로필렌의 중합체로 만든 것.,Of polymers of propylene.,1A002.
3921903000,스티렌의 중합체로 만든 것.,Of polymers of styrene.,1A002.
3921903000,스티렌의 중합체로 만든 것.,Of polymers of styrene.,9A110.
3921904010,경질의 것.,Rigid.,1A002.
3921904010,경질의 것.,Rigid.,1A202.
3921904010,경질의 것.,Rigid.,1C010.
3921904010,경질의 것.,Rigid.,1C210.
3921904010,경질의 것.,Rigid.,1C210.b.
3921904010,경질의 것.,Rigid.,1C210.c.
3921904010,경질의 것.,Rigid.,9A110.
3921904020,연질의 것.,Flexible.,1A002.
3921904020,연질의 것.,Flexible.,1A202.
3921904020,연질의 것.,Flexible.,9A110.
3921905090,기타.,Other.,1A002.
3921905090,기타.,Other.,1A202.
3921905090,기타.,Other.,9A110.
3921906030,불포화 폴리에스테르로 만든 것.,Of unsaturated polyesters.,1A002.
3921906030,불포화 폴리에스테르로 만든 것.,Of unsaturated polyesters.,1A202.
3921906030,불포화 폴리에스테르로 만든 것.,Of unsaturated polyesters.,9A110.
3921906090,기타.,Other.,1A002.
3921906090,기타.,Other.,1A202.
3921906090,기타.,Other.,9A110.
3921907010,재생 셀룰로오스로 만든 것.,Of regenerated cellulose.,9A110.
3921907020,벌커나이즈드 파이버로 만든 것.,Of vulcanised fibre.,1A002.
3921907020,벌커나이즈드 파이버로 만든 것.,Of vulcanised fibre.,1A202.
3921907020,벌커나이즈드 파이버로 만든 것.,Of vulcanised fibre.,9A110.
3921907030,초산셀룰로오스로 만든 것.,Of cellulose acetate.,9A110.
3921907090,기타.,Other.,1A002.
3921907090,기타.,Other.,1A202.
3921907090,기타.,Other.,9A110.
3921909010,폴리비닐 부티랄로 만든 것.,Of polyvinyl butyral.,1A002.
3921909010,폴리비닐 부티랄로 만든 것.,Of polyvinyl butyral.,1A202.
3921909010,폴리비닐 부티랄로 만든 것.,Of polyvinyl butyral.,9A110.
3921909020,폴리아미드로 만든 것.,Of polyamides.,1A002.
3921909020,폴리아미드로 만든 것.,Of polyamides.,1A003.
3921909020,폴리아미드로 만든 것.,Of polyamides.,1A202.
3921909020,폴리아미드로 만든 것.,Of polyamides.,9A110.
3921909030,아미노수지로 만든 것.,Of amino-resins.,1A002.
3921909030,아미노수지로 만든 것.,Of amino-resins.,1A202.
3921909030,아미노수지로 만든 것.,Of amino-resins.,9A110.
3921909050,폴리우레탄으로 만든 것.,Of polyurethanes.,1A227.
3921909050,폴리우레탄으로 만든 것.,Of polyurethanes.,9A110.
3921909090,기타.,Other.,1A001.
3921909090,기타.,Other.,1A002.
3921909090,기타.,Other.,1A003.
3921909090,기타.,Other.,1A202.
3921909090,기타.,Other.,1C010.
3921909090,기타.,Other.,1C010.e.
3921909090,기타.,Other.,1C210.
3921909090,기타.,Other.,9A110.
3921909090,기타.,Other.,9C110.
3923300000,카보이(carboy)ㆍ병ㆍ플라스크(flask)와 이와 유사한 물품.,Carboys  bottles  flasks and similar articles.,2B350.c.
3923900000,기타.,Other.,1A006.b.
